,time,mag,mag_err
0,2744.0148107266377,6.7917940151560625,0.00013522673974230944
1,2744.0217551524293,6.792863741327059,0.0001352871323820695
2,2744.0286995784527,6.7923497946359355,0.00013525580196001294
3,2744.035644004476,6.792663935285738,0.00013527390355050692
4,2744.0425884304996,6.7976398568918395,0.0001355887220821363
5,2744.0495328569887,6.800380963045663,0.00013575789753659764
6,2744.0564772834778,6.807352603402732,0.00013619399111299238
7,2744.0634217101997,6.812408901209011,0.0001365216547792906
8,2744.0703661369225,6.81357063469653,0.00013658899834632617
9,2744.0773105638773,6.81306705015181,0.00013655671535792513
10,2744.084254991065,6.812591139072806,0.00013652540968294889
11,2744.091199418486,6.811065472230094,0.0001364299573470458
12,2744.0981438459057,6.813009507280471,0.0001365561093637787
13,2744.10508827356,6.815456104851652,0.00013670935155457521
14,2744.112032701447,6.8137013292575315,0.00013659687812326353
15,2744.1189771293325,6.81532189034027,0.00013669988157960419
16,2744.1259215576847,6.819288767093164,0.00013695052698659214
17,2744.1328659860364,6.8223219177939125,0.00013714361803914598
18,2744.13981041462,6.822779731543406,0.00013717116106437343
19,2744.146754843438,6.82279266032632,0.00013717304426898833
20,2744.1536992724887,6.826705658850498,0.0001374213696622682
21,2744.16064370154,6.831353302023645,0.0001377181845996764
22,2744.1675881310557,6.834791624391977,0.00013793806565847206
23,2744.1745325605716,6.831273166220514,0.00013770921457570938
24,2744.1814769903203,6.827352436343039,0.0001374616878630409
25,2744.188421420302,6.8243875253180075,0.0001372749704426852
26,2744.195365850517,6.821305288451947,0.00013708327866516066
27,2744.2023102809644,6.821118301949822,0.0001370662482577657
28,2744.2092547114116,6.8212041232127785,0.00013706927556261596
29,2744.216199142325,6.821019042743474,0.00013706116607540845
30,2744.2231435732383,6.820287514392941,0.00013701549381035392
31,2744.230088004617,6.822034715026289,0.00013712309335456253
32,2744.2370324359954,6.825892276111707,0.00013736823146425907
33,2744.2439768676077,6.832913630666569,0.00013781667125410774
34,2744.250921299452,6.839746599211798,0.00013825143472996404
35,2744.257865731529,6.854188158159969,0.00013918318522904177
36,2744.264810163839,6.874319633548232,0.00014048472428669116
37,2744.2717545963806,6.897436997043274,0.00014199400007963887
38,2744.278699029156,6.922318043577608,0.00014363977750493406
39,2744.2856434621654,6.94899776840912,0.0001454268773914389
40,2744.2925878951737,6.982202101690904,0.0001476830551659454
41,2744.2995323286477,7.017194114066857,0.00015009997442983551
42,2744.3064767621227,7.057587008544306,0.00015293050563760125
43,2744.3134211960623,7.10335949303604,0.00015621069007554846
44,2744.320365630002,7.15195792534503,0.00015976858650831966
45,2744.3273100644083,7.206669040393706,0.000163878305427931
46,2744.3342544988136,7.266583314424105,0.00016849239154150298
47,2744.341198933452,7.327116907528989,0.00017329867716518998
48,2744.348143368323,7.390825828268749,0.00017849905128089193
49,2744.3550878034275,7.461089607527203,0.00018442485832300632
50,2744.362032238764,7.538692462917819,0.00019120258532376666
51,2744.368976674101,7.62411381552678,0.0001989599810741298
52,2744.375921109903,7.715503959430039,0.00020760810436107455
53,2744.3828655459383,7.814564467774677,0.00021741771687898515
54,2744.389809981974,7.912750099039426,0.00022763076843564429
55,2744.396754418475,8.00042482755642,0.00023714336520289493
56,2744.403698854975,8.076534087907298,0.00024573648506075565
57,2744.4106432917088,8.145869886279575,0.00025389250014435445
58,2744.417587728676,8.196789057675181,0.0002599843411861693
59,2744.4245321658755,8.222264399443752,0.0002631196520917706
60,2744.4314766033076,8.227164953815512,0.00026373179167974543
61,2744.438421040973,8.226056367300659,0.0002636104324568637
62,2744.4453654786385,8.22302785925226,0.00026322083854892896
63,2744.452309916769,8.220341866973397,0.00026291008218241315
64,2744.4592543548997,8.217493128966664,0.0002625578252036719
65,2744.466198793497,8.213768775061352,0.0002621024501976063
66,2744.473143232093,8.208514844938128,0.0002614735458224367
67,2744.4800876709232,8.20191208841847,0.0002606842642389168
68,2744.4870321097524,8.190046342600523,0.0002592445232927232
69,2744.493976549047,8.165224720722716,0.00025624111867621603
70,2744.500920988342,8.127367533883763,0.00025173405635195195
71,2744.5078654281033,8.075203842708548,0.00024569011392113426
72,2744.5148098678637,8.001988331719712,0.0002374167525101205
73,2744.521754307855,7.916220250727562,0.00022806884406977184
74,2744.528698748082,7.823058988012535,0.0002183495329396965
75,2744.5356431883083,7.729805465237947,0.00020905715034213334
76,2744.542587629,7.637424874632499,0.0002002616638875095
77,2744.5495320696928,7.546697408092653,0.0001919959104025615
78,2744.5564765106174,7.461485689331459,0.00018452093554739802
79,2744.563420951775,7.382450749009871,0.00017787109459882093
80,2744.570365392933,7.309922807308888,0.00017196991295031033
81,2744.577309834556,7.24315384163609,0.00016671890215686906
82,2744.5842542761793,7.1829487278199515,0.00016213227402270521
83,2744.5911987180352,7.128252040075292,0.00015806209511851123
84,2744.598143160125,7.079711443353785,0.00015454606513446304
85,2744.6050876022136,7.036845594869865,0.00015150413303955255
86,2744.612032044535,6.99900765791106,0.00014887196738896927
87,2744.6189764870905,6.964988348097679,0.00014654313883112402
88,2744.625920929878,6.935898319712612,0.00014457950187911857
89,2744.632865372898,6.9099742304976015,0.00014285451777621395
90,2744.639809815917,6.886876065193084,0.00014133106191992686
91,2744.646754259171,6.867668798493304,0.00014008507734601368
92,2744.6536987026557,6.850428679722841,0.0001389657579430696
93,2744.6606431461423,6.835910758780898,0.00013803686613710067
94,2744.667587589862,6.826622136061305,0.00013744595448813004
95,2744.6745320338123,6.823582275035429,0.00013725240555810674
96,2744.6814764779974,6.820312770835356,0.00013704491115052817
